"EcoPortCode","ScientificName","AUTH","FAMNAME","SYNO","COMNAME","LIFO","HABI","LISPA","PHYS","CAT","PLAT","TOPMN","TOPMX","TMIN","TMAX","ROPMN","ROPMX","RMIN","RMAX","PHOPMN","PHOPMX","PHMIN","PHMAX","LATOPMN","LATOPMX","LATMN","LATMX","ALTMX","LIOPMN","LIOPMX","LIMN","LIMX","DEP","DEPR","TEXT","TEXTR","FER","FERR","TOX","TOXR","SAL","SALR","DRA","DRAR","KTMPR","KTMP","PHOTO","CLIZ","ABITOL","ABISUS","INTRI","PROSY","GMIN","GMAX"
6066,"Exotheca abyssinica","(A.R.)","Liliopsida:Commelinidae:Cyperales:Gramineae","","","grass","erect","perennial","multi stem","forage/pasture","",17,25,3,30,750,1250,650,1400,5,6,4.5,6.5,NA,NA,18,18,3000,"very bright","very bright","very bright","clear skies","shallow (20-50 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","low","low","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-8,-1,"short day (<12 hours)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","fire","","","",90,180
6075,"Fagopyrum emarginatum","","Magnoliopsida:Caryophyllidae:Polygonales:Polygonaceae","","","herb","erect","annual","single stem","cereals & pseudocereals, forage/pasture, cover crop, environmental","grown on large scale",15,28,7,37,700,900,500,1100,5,6.5,4.5,7,30,30,60,60,NA,"very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-1,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do)","","wind, drought","mono culture may cause erosion problems","large scale/commercial",70,85
6076,"Fagopyrum tataricum","(L.) Gaertner","Magnoliopsida:Caryophyllidae:Polygonales:Polygonaceae","","India wheat, duck wheat, Tartarian buckwheat, Kangra buckwheat, Iceland buckwheat, fagopiro da Tartaria","herb","erect","annual","single stem","cereals & pseudocereals, forage/pasture, weed","grown on small scale",15,25,5,30,700,900,400,1100,5.5,6.5,5,7,NA,NA,NA,NA,NA,"very bright","clear skies","very bright","cloudy skies","","shallow (20-50 cm)","medium, light","medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","can become a weed","",70,85
6077,"Fagraea fragrans","Roxb.","Magnoliopsida:Asteridae:Gentianales:Gentianaceae","Cyrtophyllum giganteum Ridl., Cyrtophyllum peregrinum Reinw., Fagraea cochinchinensis Cheval.","","tree","erect","perennial","evergreen, single stem","medicinals & aromatic, forest/wood, environmental","",20,30,10,36,2000,3000,1000,4000,5,6,4.5,6.5,NA,NA,20,20,400,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",365,365
6078,"Fagus grandifolia","Ehrh.","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","American beech, ridge beech, red beeche, faia americana","tree","erect","perennial","deciduous, single stem","fruits & nuts, ornamentals/turf, forest/wood","",13,22,5,28,750,1100,580,1300,4.5,6,4.1,7,32,30,46,48,1830,"very bright","very bright","very bright","heavy shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-42,-1,"long day (>14 hours)","subtropical humid (Cf), temperate oceanic (Do), temperate continental (Dc)","","","","",95,280
6080,"Fagus sylvatica ssp. sylvatica","L.","Magnoliopsida:Hamamelidae:Fagales:Fagaceae","","","tree","erect","perennial","deciduous, single stem","forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood","grown on large scale",10,20,6,35,500,1000,300,1500,5,7,4,8.2,45,38,60,60,1700,"very bright","very bright","very bright","light shade","deep (>>150 cm)","deep (>>150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-28,-1,"long day (>14 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs), temperate oceanic (Do)","","","","large scale/commercial",150,210
6082,"Faidherbia albida","(Del.) A. Chev. 1934","Magnoliopsida:Rosidae:Fabales:Leguminosae","Acacia albida Delille, 1813, Acacia albida Del. var. microfoliata De Wild., Acacia albida Del. var. varifoliata De Wild., Acacia gyrocarpa Hochst. ex. A. Rich., Acacia leucocephala Link, Acacia mossambecensis Bolle, Acacia saccharata Benth.","winter thorn, apple ring thorn tree, apple ring acacia, ana tree, white thorn, without, anaboom, apiesdoring, mogabo, magohlo, umHlalankwazi, kad, Faidherbia","tree","erect","perennial","deciduous, single stem","forage/pasture, fruits & nuts, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","",18,30,12,13,400,1000,250,1200,5.5,7,5,7.5,10,NA,30,35,2700,"very bright","very bright","very bright","very bright","deep (>>150 cm)","deep (>>150 cm)","light","medium, light","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"","tropical wet & dry (Aw), steppe or semiarid (Bs), subtropical dry summer (Cs)","","","","",0,0
6095,"Ferula assa-foetida","L.","Magnoliopsida:Rosidae:Apiales:Umbelliferae","Ferula asafoetida Regel, Ferula assafoetida","asafoetida, devil's dung, assafetida, ingo","herb","erect","annual","","medicinals & aromatic","harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","",NA,NA,"","","","","","",0,0
6102,"Festuca arundinacea","Schreber","Liliopsida:Commelinidae:Cyperales:Gramineae","Festuca elatior L., Festuca elatior L. ssp. arundinacea (Schreb.) Hack., Festuca elatior var. arundinacea (Schreb.) C.F.H. Wimmer, Lolium arundinaceum, Festuca arundinaceum Schreb., Alta fescue","tall fescue, reed fescue, Alta fescue, fétuque roseau, fétuque élevée, rohr schwingel, festuca, rörsvingel, strandsvingel, strand-svingel, ruokonata","grass","erect","perennial","multi stem","forage/pasture, ornamentals/turf","grown on large scale",15,22,5,30,600,1300,400,1500,5.5,8,4,9.5,44,42,60,62,500,"very bright","clear skies","very bright","cloudy skies","shallow (20-50 cm)","shallow (20-50 cm)","heavy, medium","heavy, medium, light","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-3,0,"short day (<12 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","home garden, large scale/commercial",150,180
6104,"Festuca idahoensis","Elmer","Liliopsida:Commelinidae:Cyperales:Gramineae","","Idaho fescue, blue bunch fescue, festuca do Idaho","grass","erect","perennial","multi stem","forage/pasture, environmental","",10,18,2,22,500,800,350,1200,6,7,5.5,7.5,30,30,50,50,4000,"very bright","clear skies","very bright","light shade","shallow (20-50 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells), excessive (dry/moderately dry)","well (dry spells), excessive (dry/moderately dry)",-5,-1,"long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","",140,180
6105,"Festuca longifolia","Thuill.","Liliopsida:Commelinidae:Cyperales:Gramineae","","","grass","prostrate/procumbent/semi-erect","perennial","multi stem","forage/pasture, ornamentals/turf, environmental","grown on small scale",14,24,5,28,500,900,350,1200,6,7,5.5,7.5,NA,NA,NA,NA,NA,"clear skies","very bright","light shade","very bright","medium (50-150 cm)","shallow (20-50 cm)","light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-5,-1,"long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","",140,180
6107,"Festuca pratensis","Hudson","Liliopsida:Commelinidae:Cyperales:Gramineae","","","grass","erect","perennial","multi stem","forage/pasture","",11,19,4,24,800,1200,300,2300,6,7.5,4.5,9.5,NA,NA,NA,NA,NA,"very bright","cloudy skies","very bright","light shade","medium (50-150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","medium (4-10 dS/m)","poorly (saturated >50% of year)","poorly (saturated >50% of year), well (dry spells)",-10,-1,"long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","","","","",120,270
6109,"Festuca rubra var. commutata","L., Gaudin","Liliopsida:Commelinidae:Cyperales:Gramineae","","chewing's fescue","grass","prostrate/procumbent/semi-erect","perennial","multi stem","forage/pasture, ornamentals/turf","grown on small scale",10,18,2,22,500,900,350,1600,5.5,6.5,4.5,7.5,NA,NA,NA,NA,NA,"very bright","light shade","very bright","light shade","shallow (20-50 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-10,-1,"long day (>14 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","","","","",140,180
6110,"Festuca rubra var. rubra","L.","Liliopsida:Commelinidae:Cyperales:Gramineae","","","grass","prostrate/procumbent/semi-erect","perennial","multi stem","forage/pasture, ornamentals/turf, environmental","grown on small scale",12,18,4,22,500,1000,300,1700,5.5,6.5,4.5,8.3,NA,NA,NA,NA,NA,"very bright","cloudy skies","very bright","light shade","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","medium (4-10 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",-10,-1,"long day (>14 hours)","steppe or semiarid (Bs), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw), boreal (E)","","","","",120,180
6113,"Fibraurea tinctoria","Lour.","Magnoliopsida:Magnoliidae:Ranunculales:Menispermaceae","Fibraurea chloroleuca Miers","","vine","climber/scrambler/scadent","perennial","","materials, medicinals & aromatic","harvested from wild",22,32,10,37,700,1000,500,1200,6.5,8,6,9,NA,NA,22,25,1200,"very bright","cloudy skies","very bright","light shade","medium (50-150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",180,365
6114,"Ficus abutilifolia","(Miq.) Miq.","Magnoliopsida:Dilleniidae:Urticales:Moraceae","Ficus soldanella Warb., Ficus picta T. R. Sim","large-leaved rock fig, rock fig, grootblaarrotsvy, klipvy, inkokhokho, umbambematsheni, impayi, amphayi, nkuwamaribye, monokane, mphaya, mohawa, momelantsweng, tshikululu","tree","erect","perennial","deciduous, single stem","fruits & nuts, ornamentals/turf, medicinals & aromatic","grown on small scale, harvested from wild",18,25,14,30,400,2500,250,3000,6,6.5,5.5,7,6,5,22,23,500,"clear skies","very bright","clear skies","very bright","shallow (20-50 cm)","shallow (20-50 cm)","light","light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-1,-1,"","tropical wet & dry (Aw), steppe or semiarid (Bs)","","","","",0,0
6119,"Ficus auriculata","Lour.","Magnoliopsida:Dilleniidae:Urticales:Moraceae","","","shrub, tree","erect","perennial","evergreen, semi evergreen, single stem, multi stem","forage/pasture, ornamentals/turf, forest/wood","grown on small scale",15,25,12,32,1200,1900,900,2400,5.5,6.5,5,7,12,10,28,30,700,"cloudy skies","very bright","light shade","very bright","deep (>>150 cm)","medium (50-150 cm)","medium, organic","medium, light, organic","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-2,0,"","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf)","","","","",365,365
6123,"Ficus benghalensis","L.","Magnoliopsida:Dilleniidae:Urticales:Moraceae","","banyan tree, banya, Bengal fig, vada tree, figueira de Bengala, figueira da India, arvore da gralha, palmatoria do inferno, bar, bargad, bor, vad, vadlo, vor, bahupada, vata, bot, vada, wad, war, marri, peddamari, vati, al, alam, ala, alada mara, vatam","tree","erect","perennial","evergreen, semi evergreen","forage/pasture, forest/wood, environmental, weed","",26,36,9,40,1000,2500,500,4000,5.5,7,4.5,8.5,10,10,30,30,1200,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","medium, light","medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-2,-1,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), steppe or semiarid (Bs)","","","can become a weed","",180,365
6149,"Ficus glumosa","(Miq.) Del.","Magnoliopsida:Dilleniidae:Urticales:Moraceae","Ficus congensis Engl., Ficus montana T. R. Sim., Ficus rehmanii Warb., Ficus sonderi Miq., Urostigma glumosum Miq.","Afrikaans rostvy, African rock fig, kawuri","tree","erect","perennial","single stem","fruits & nuts, materials, forest/wood, environmental","",22,36,15,42,500,1200,400,1400,5.5,7,5,7.5,NA,NA,30,35,1000,"very bright","very bright","clear skies","very bright","deep (>>150 cm)","shallow (20-50 cm)","heavy, medium, light, wide, organic","heavy, medium, light, wide, organic","high","low","","","low (<4 dS/m)","low (<4 dS/m)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",NA,NA,"","tropical wet & dry (Aw), tropical wet (Ar), steppe or semiarid (Bs), subtropical humid (Cf)","","","","",365,365
6163,"Ficus macrophylla","Desf.","Magnoliopsida:Dilleniidae:Urticales:Moraceae","","Moreton Bay fig, Australian banyan, figueira da Australia, figueira de Moreton","tree","erect","perennial","evergreen, single stem","materials, ornamentals/turf, forest/wood","",18,28,10,34,1200,1500,1000,1700,5,6,4.5,6.5,27,27,36.5,45,900,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","deep (>>150 cm)","heavy, medium","heavy, medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-8,0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf), subtropical dry summer (Cs)","","","can become a weed","",180,240
6196,"Ficus subcordata","Blume","Magnoliopsida:Dilleniidae:Urticales:Moraceae","","","tree","erect","perennial","deciduous, single stem","forage/pasture, forest/wood, environmental","",22,30,15,39,1200,1800,900,2500,7,7.5,6.5,8,NA,NA,NA,NA,NA,"very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",300,330
6199,"Ficus sycomorus","L.","Magnoliopsida:Dilleniidae:Urticales:Moraceae","Ficus sycamurus","pharaoh's fig, Egyptian fig, Egyptian sycamore, sycamore fig, sycomore fig, mulberry fig, daroo, mulemba, ulemba, Sykamorfeige, Hilteetaa (Konsogna)","tree","erect","perennial","semi evergreen, deciduous, single stem","forage/pasture, fruits & nuts, vegetables, materials, ornamentals/turf, medicinals & aromatic, forest/wood, environmental","",18,36,12,44,700,1800,500,2200,5.5,7,5,7.5,NA,NA,25,35,2000,"very bright","very bright","clear skies","very bright","deep (>>150 cm)","shallow (20-50 cm)","heavy, medium, organic","heavy, medium, light, wide, organic","high","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells), excessive (dry/moderately dry)",NA,NA,"","tropical wet & dry (Aw), tropical wet (Ar)","","","","",365,365
6212,"Ficus vogelii","(Miq.) Miq.","Magnoliopsida:Dilleniidae:Urticales:Moraceae","","Abbo rubber tree, Abbo, Liberian rubber tree, obada, Dahomey rubber tree, Congo rubber tree, Ire' rubber tree, borracheira africana","tree","climber/scrambler/scadent","perennial","","fruits & nuts, materials","",22,30,15,35,1800,2400,1500,2700,4.5,5,4,5.5,NA,NA,NA,NA,NA,"very bright","clear skies","very bright","light shade","medium (50-150 cm)","shallow (20-50 cm)","heavy, medium, light","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","","","","",270,365
6237,"Flindersia bourjotiana","F. Muell","Magnoliopsida:Rosidae:Sapindales:Rutaceae","","","tree","erect","perennial","single stem","forest/wood","",20,30,10,38,1500,3500,1100,3800,5,6,4.5,6.5,15.4,15.4,18.4,18.4,1200,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","medium","medium","moderate","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw)","","","","",240,330
6238,"Flindersia brayleyana","F. Muell","Magnoliopsida:Rosidae:Sapindales:Rutaceae","","Queensland maple, maple silkwood","tree","erect","perennial","single stem","forest/wood","",20,30,10,38,1500,3500,1100,3800,5,6,4.5,6.5,16.2,16.2,19,19,1200,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium","medium","moderate","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw)","","","","",240,330
6239,"Flindersia pimenteliana","F. Muell","Magnoliopsida:Rosidae:Sapindales:Rutaceae","","","tree","erect","perennial","single stem","forest/wood","",20,30,10,38,1500,3500,1100,3800,5,6,4.5,6.5,15.4,15.4,19,19,1200,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","shallow (20-50 cm)","medium","medium","moderate","","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw)","","","","",240,330
6252,"Fortunella hindsii","(Champ. ex Brenth.) Swingle","Magnoliopsida:Rosidae:Sapindales:Rutaceae","","dwarf kumquat, cumquate ana","shrub, tree","erect","perennial","evergreen, single stem, multi stem","fruits & nuts, medicinals & aromatic","",26,37,12,40,1100,1500,700,4000,6.5,7.5,6,8,10,10,45,45,1000,"very bright","clear skies","very bright","cloudy skies","medium (50-150 cm)","medium (50-150 cm)","medium","medium","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",-15,0,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","tropical wet & dry (Aw), tropical wet (Ar), subtropical humid (Cf), subtropical dry winter (Cw), temperate oceanic (Do)","drought","","","",210,365
6256,"Fragaria chiloensis","(L.) Duchesne","Magnoliopsida:Rosidae:Rosales:Rosaceae","","Chilean strawberry, beach strawberry, frutilla, morangueiro do Chile","herb","acaulescent (or rosette plants)","perennial","","fruits & nuts","",11,18,5,27,900,1300,500,1700,5.5,6.5,5,7.3,20,20,40,40,NA,"very bright","clear skies","very bright","cloudy skies","shallow (20-50 cm)","shallow (20-50 cm)","medium, light","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","steppe or semiarid (Bs), subtropical dry summer (Cs)","","","","",120,270
6262,"Fragaria virginiana","Mill.","Magnoliopsida:Rosidae:Rosales:Rosaceae","","Virginia strawberry, scarlet strawberry, morangueiro da Virginia","herb","acaulescent (or rosette plants)","perennial","single stem","fruits & nuts","harvested from wild",11,18,5,27,800,1200,400,1700,5.5,7,5,7.5,32,30,58,60,1000,"very bright","clear skies","very bright","cloudy skies","shallow (20-50 cm)","shallow (20-50 cm)","medium","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","steppe or semiarid (Bs), subtropical humid (Cf), subtropical dry summer (Cs), temperate oceanic (Do), boreal (E)","","","","",120,270
6266,"Frangula alnus","Miller","","Rhamnus frangula L.","buckthorn, alder buckthorn, Faulbaum, brakved, sprakved, braktorn, toste, trollhegg, tørst, korpipaatsama, Frangulae cortex","shrub","erect","perennial","multi stem","forage/pasture, materials, medicinals & aromatic, forest/wood","grown on small scale, harvested from wild",18,24,7,35,700,900,600,1000,5,6,4.5,7,10,NA,60,66,3700,"light shade","cloudy skies","light shade","very bright","medium (50-150 cm)","medium (50-150 cm)","medium","medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"long day (>14 hours)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry summer (Cs), subtropical dry winter (Cw), temperate oceanic (Do), temperate continental (Dc), temperate with humid winters (Df), temperate with dry winters (Dw)","","","","",180,365
6271,"Fraxinus excelsior","L.","Magnoliopsida:Asteridae:Scrophulariales:Oleaceae","","ash, European ash, frassino, gewöhnliche Esche, Esche, frêne, freixo da Europa, quina da Europa, fresno, ask, almindelig ask, vanlig ask, Lehtosaarni, Saarni, common ash, Fraxini folium","tree","erect","perennial","deciduous, single stem","materials, medicinals & aromatic, forest/wood","grown on large scale, harvested from wild",8,20,5,33,500,1000,300,1500,6.5,8,6,8.5,42,39,60,63,1500,"clear skies","very bright","cloudy skies","very bright","deep (>>150 cm)","deep (>>150 cm)","","","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","poorly (saturated >50% of year), well (dry spells)",-25,-1,"long day (>14 hours)","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","","","","large scale/commercial",0,0
6295,"Furcraea gigantea var. willemettiana","Vent.","Liliopsida:Liliidae:Asparagales:Agavaceae","","","shrub","erect","perennial","multi stem","materials, ornamentals/turf, environmental","",23,30,16,34,1000,2100,700,2500,6,7,5.5,8,NA,NA,15,25,NA,"cloudy skies","light shade","very bright","light shade","medium (50-150 cm)","shallow (20-50 cm)","light","medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells), excessive (dry/moderately dry)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), tropical wet (Ar)","drought","","","",300,365
6304,"Galega officinalis","L.","Magnoliopsida:Rosidae:Fabales:Leguminosae","","goat's rue, French lilac, European goat's-rue, professor weed, Geisraute, capraria, galega, Galegae herba","herb","erect","","","forage/pasture, medicinals & aromatic","harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","poorly (saturated >50% of year), well (dry spells)","poorly (saturated >50% of year), well (dry spells)",NA,NA,"","temperate oceanic (Do)","","","","",0,0
6309,"Galium aparine","L.","Magnoliopsida:Asteridae:Rubiales:Rubiaceae","Galium agreste Wall., Aparine hispida Moench","cleavers, Spring cleavers, bedstraw, catchweed, scratchweed, mugweed, crosswort, pigtail, maywort, stickleback, sticky-willy, sweet hearts, goosegrass, snärjmåra, snärjgräs, klengjemaure, burre-snerre, kierumatara, klifurmara, Kletten-Labkraut, Klebkraut, amor de hortelao, lampaso, galhete, pega-pega, Galii aparinis herba","herb","prostrate/procumbent/semi-erect, climber/scrambler/scadent","","","vegetables, materials, medicinals & aromatic","harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,36,63,65,NA,"","","","","","","","","","","","","","","","",NA,NA,"","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","","","","",0,0
6313,"Galium verum","L.","Magnoliopsida:Asteridae:Rubiales:Rubiaceae","Galium luteum Lam.","true bedstraw, lady's bedstraw, our lady's bedstraw, cheese rennet, yellow cleavers, yellow bedstraw, yellow spring bedstraw, fleaweed, curdwort, echtes Labkraut, gulmaure, gul snerre, keltamatara, gulma›ra, erva do coalho, erva coalheira, galiao, Galii veri herba","herb","erect","perennial","","materials, medicinals & aromatic","harvested from wild",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,36,64,66,NA,"","","","","","","","","","","","","","","","",NA,NA,"","subtropical dry summer (Cs), temperate oceanic (Do), temperate continental (Dc)","","","","",0,0
6353,"Garcinia multiflora","Champ. ex Benth.","Magnoliopsida:Dilleniidae:Guttiferales:Guttiferae","","","tree","erect","perennial","evergreen","fruits & nuts, materials, environmental","",21,28,15,36,1500,1800,1100,2500,7,7.5,6.5,8,10,10,25,25,NA,"clear skies","cloudy skies","clear skies","light shade","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","high","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours)","tropical wet & dry (Aw), subtropical humid (Cf), subtropical dry winter (Cw)","","","","",300,365
6384,"Garuga pinnata","Roxb.","Magnoliopsida:Rosidae:Sapindales:Burseraceae","","ghogar tree, karak tree, chinyok, jum tree, arvore de folha parida, Mandvi (Surat, Bombay)","tree","erect","perennial","deciduous, single stem","fruits & nuts, materials, medicinals & aromatic, forest/wood","",30,42,7,47,1500,2000,1000,2500,6,7,5.5,8,5,5,25,25,1200,"very bright","very bright","very bright","clear skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium","heavy, medium, light","moderate","moderate","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",2,2,"short day (<12 hours)","tropical wet & dry (Aw)","","","","",210,330
6394,"Geissois benthamiana","F. Muell","Magnoliopsida:Rosidae:Rosales:Cunoniaceae","Geissois bentamii","red carrobean, red carabeen","tree","erect","perennial","single stem","forest/wood","",18,28,8,34,1200,1500,1000,1700,5,6,4.5,6.5,28,28,31.5,31.5,1000,"very bright","clear skies","very bright","cloudy skies","deep (>>150 cm)","medium (50-150 cm)","heavy, medium, light","heavy, medium, light","moderate","low","","","low (<4 dS/m)","low (<4 dS/m)","well (dry spells)","well (dry spells)",NA,NA,"short day (<12 hours), neutral day (12-14 hours), long day (>14 hours)","subtropical humid (Cf)","","","","",180,240
